,algo,masscart,masspole,length,force_mag,reward_sum,success
469,ppo_multitask,0.8881717051617628,0.10354002121948122,0.42873059761397275,8.12480976652357,200.0,1.0
470,diffdac,0.8881717051617628,0.10354002121948122,0.42873059761397275,8.12480976652357,200.0,1.0
471,ppo_random,1.1784412388104455,0.10511323433841088,0.42800901399577984,8.55379858102199,134.0,0.0
472,ppo_multitask,1.1784412388104455,0.10511323433841088,0.42800901399577984,8.55379858102199,200.0,1.0
473,diffdac,1.1784412388104455,0.10511323433841088,0.42800901399577984,8.55379858102199,200.0,1.0
474,ppo_random,0.7577616044980946,0.07930040409734453,0.5239011044327451,10.307300399095121,135.0,0.0
475,ppo_multitask,0.7577616044980946,0.07930040409734453,0.5239011044327451,10.307300399095121,200.0,1.0
476,diffdac,0.7577616044980946,0.07930040409734453,0.5239011044327451,10.307300399095121,200.0,1.0
477,ppo_random,1.1733078251099078,0.08178352679988032,0.39656921962280706,9.838455683571144,142.0,0.0
478,ppo_multitask,1.1733078251099078,0.08178352679988032,0.39656921962280706,9.838455683571144,200.0,1.0
479,diffdac,1.1733078251099078,0.08178352679988032,0.39656921962280706,9.838455683571144,200.0,1.0
480,ppo_random,1.2000356948804471,0.08940607449420773,0.4639501378549986,8.839391462207864,149.0,0.0
481,ppo_multitask,1.2000356948804471,0.08940607449420773,0.4639501378549986,8.839391462207864,200.0,1.0
482,diffdac,1.2000356948804471,0.08940607449420773,0.4639501378549986,8.839391462207864,200.0,1.0
483,ppo_random,1.2644041634104974,0.09107249305126816,0.465332080801684,7.571113603281114,136.0,0.0
484,ppo_multitask,1.2644041634104974,0.09107249305126816,0.465332080801684,7.571113603281114,200.0,1.0
485,diffdac,1.2644041634104974,0.09107249305126816,0.465332080801684,7.571113603281114,200.0,1.0
486,ppo_random,0.8926000495055528,0.11534531085895765,0.6134060385025042,11.15946679320327,131.0,0.0
487,ppo_multitask,0.8926000495055528,0.11534531085895765,0.6134060385025042,11.15946679320327,200.0,1.0
488,diffdac,0.8926000495055528,0.11534531085895765,0.6134060385025042,11.15946679320327,200.0,1.0
489,ppo_random,1.1133783129163919,0.09844537966380104,0.4844769746376083,8.756107592508926,140.0,0.0
490,ppo_multitask,1.1133783129163919,0.09844537966380104,0.4844769746376083,8.756107592508926,200.0,1.0
491,diffdac,1.1133783129163919,0.09844537966380104,0.4844769746376083,8.756107592508926,200.0,1.0
492,ppo_random,0.9141896390500336,0.0884021398816077,0.43347575129453764,11.95204094354271,134.0,0.0
493,ppo_multitask,0.9141896390500336,0.0884021398816077,0.43347575129453764,11.95204094354271,200.0,1.0
494,diffdac,0.9141896390500336,0.0884021398816077,0.43347575129453764,11.95204094354271,200.0,1.0
495,ppo_random,1.1957337333766533,0.1069540122364386,0.6229746236096736,12.833121006337574,137.0,0.0
496,ppo_multitask,1.1957337333766533,0.1069540122364386,0.6229746236096736,12.833121006337574,200.0,1.0
497,diffdac,1.1957337333766533,0.1069540122364386,0.6229746236096736,12.833121006337574,200.0,1.0
498,ppo_random,0.8786434181258872,0.11963662489932578,0.5796158720605997,7.159757159487219,146.0,0.0
499,ppo_multitask,0.8786434181258872,0.11963662489932578,0.5796158720605997,7.159757159487219,200.0,1.0
500,diffdac,0.8786434181258872,0.11963662489932578,0.5796158720605997,7.159757159487219,200.0,1.0
501,ppo_random,1.2390274290849508,0.07990692992958509,0.45435917238946527,8.641167877362646,137.0,0.0
502,ppo_multitask,1.2390274290849508,0.07990692992958509,0.45435917238946527,8.641167877362646,200.0,1.0
503,diffdac,1.2390274290849508,0.07990692992958509,0.45435917238946527,8.641167877362646,200.0,1.0
504,ppo_random,1.0586792502965976,0.10125077176402864,0.4240498132685216,9.024978049471585,151.0,0.0
505,ppo_multitask,1.0586792502965976,0.10125077176402864,0.4240498132685216,9.024978049471585,200.0,1.0
506,diffdac,1.0586792502965976,0.10125077176402864,0.4240498132685216,9.024978049471585,200.0,1.0
507,ppo_random,1.1017544676870488,0.12445447909782845,0.5503782141968316,7.470385470491117,153.0,0.0
508,ppo_multitask,1.1017544676870488,0.12445447909782845,0.5503782141968316,7.470385470491117,200.0,1.0
509,diffdac,1.1017544676870488,0.12445447909782845,0.5503782141968316,7.470385470491117,200.0,1.0
510,ppo_random,0.7315872505586789,0.08361170695508549,0.4311591516645277,10.026628534704138,154.0,0.0
511,ppo_multitask,0.7315872505586789,0.08361170695508549,0.4311591516645277,10.026628534704138,200.0,1.0
512,diffdac,0.7315872505586789,0.08361170695508549,0.4311591516645277,10.026628534704138,200.0,1.0
513,ppo_random,1.0946477070520984,0.1230685856141937,0.5266732530502922,11.91855177817877,159.0,0.0
514,ppo_multitask,1.0946477070520984,0.1230685856141937,0.5266732530502922,11.91855177817877,200.0,1.0
515,diffdac,1.0946477070520984,0.1230685856141937,0.5266732530502922,11.91855177817877,200.0,1.0
516,ppo_random,0.7896411066736557,0.07747648715328308,0.44591338524590074,11.053051700525376,142.0,0.0
517,ppo_multitask,0.7896411066736557,0.07747648715328308,0.44591338524590074,11.053051700525376,200.0,1.0
518,diffdac,0.7896411066736557,0.07747648715328308,0.44591338524590074,11.053051700525376,200.0,1.0
519,ppo_random,0.7559544877315347,0.11255290199902676,0.5066745239830779,10.496395067586619,148.0,0.0
520,ppo_multitask,0.7559544877315347,0.11255290199902676,0.5066745239830779,10.496395067586619,200.0,1.0
521,diffdac,0.7559544877315347,0.11255290199902676,0.5066745239830779,10.496395067586619,200.0,1.0
522,ppo_random,0.9760232402127951,0.12377892862373444,0.40703858140454074,8.237227929422138,144.0,0.0
523,ppo_multitask,0.9760232402127951,0.12377892862373444,0.40703858140454074,8.237227929422138,200.0,1.0
524,diffdac,0.9760232402127951,0.12377892862373444,0.40703858140454074,8.237227929422138,200.0,1.0
525,ppo_random,1.1812527079184623,0.08596088334297942,0.5161469696792003,10.769569379523952,166.0,0.0
526,ppo_multitask,1.1812527079184623,0.08596088334297942,0.5161469696792003,10.769569379523952,200.0,1.0
527,diffdac,1.1812527079184623,0.08596088334297942,0.5161469696792003,10.769569379523952,200.0,1.0
528,ppo_random,0.9144626867829458,0.08275629627579215,0.45056001394540035,11.719991025303298,148.0,0.0
529,ppo_multitask,0.9144626867829458,0.08275629627579215,0.45056001394540035,11.719991025303298,200.0,1.0
530,diffdac,0.9144626867829458,0.08275629627579215,0.45056001394540035,11.719991025303298,200.0,1.0
531,ppo_random,1.0016986688394056,0.11714825906129045,0.4833706048450478,8.120191946141645,140.0,0.0
532,ppo_multitask,1.0016986688394056,0.11714825906129045,0.4833706048450478,8.120191946141645,200.0,1.0
533,diffdac,1.0016986688394056,0.11714825906129045,0.4833706048450478,8.120191946141645,200.0,1.0
534,ppo_random,1.0147577515963313,0.07230160008675417,0.5742838289043792,11.387930535733847,136.0,0.0
535,ppo_multitask,1.0147577515963313,0.07230160008675417,0.5742838289043792,11.387930535733847,200.0,1.0
536,diffdac,1.0147577515963313,0.07230160008675417,0.5742838289043792,11.387930535733847,200.0,1.0
537,ppo_random,1.2702730278952832,0.08743164079467278,0.6104801387266452,11.711807492128473,156.0,0.0
538,ppo_multitask,1.2702730278952832,0.08743164079467278,0.6104801387266452,11.711807492128473,200.0,1.0
539,diffdac,1.2702730278952832,0.08743164079467278,0.6104801387266452,11.711807492128473,200.0,1.0
540,ppo_random,1.0376338599391404,0.07571576596938903,0.5579666061953652,8.44470464219399,140.0,0.0
541,ppo_multitask,1.0376338599391404,0.07571576596938903,0.5579666061953652,8.44470464219399,200.0,1.0
542,diffdac,1.0376338599391404,0.07571576596938903,0.5579666061953652,8.44470464219399,200.0,1.0
543,ppo_random,1.0144138656248627,0.07684537376829761,0.5211701650299305,9.4350131962651,152.0,0.0
544,ppo_multitask,1.0144138656248627,0.07684537376829761,0.5211701650299305,9.4350131962651,200.0,1.0
545,diffdac,1.0144138656248627,0.07684537376829761,0.5211701650299305,9.4350131962651,200.0,1.0
546,ppo_random,1.2259403174201329,0.07377180800924982,0.38597939855978974,11.72547218653705,150.0,0.0
547,ppo_multitask,1.2259403174201329,0.07377180800924982,0.38597939855978974,11.72547218653705,200.0,1.0
548,diffdac,1.2259403174201329,0.07377180800924982,0.38597939855978974,11.72547218653705,200.0,1.0
549,ppo_random,1.1940120177158855,0.12355733942988778,0.6165388773496079,9.750081489926508,145.0,0.0
550,ppo_multitask,1.1940120177158855,0.12355733942988778,0.6165388773496079,9.750081489926508,200.0,1.0
551,diffdac,1.1940120177158855,0.12355733942988778,0.6165388773496079,9.750081489926508,200.0,1.0
552,ppo_random,0.7410736200229454,0.10031691204671277,0.6416913423722156,8.181748812914853,162.0,0.0
553,ppo_multitask,0.7410736200229454,0.10031691204671277,0.6416913423722156,8.181748812914853,200.0,1.0
554,diffdac,0.7410736200229454,0.10031691204671277,0.6416913423722156,8.181748812914853,200.0,1.0
555,ppo_random,0.7783321296028498,0.10090284712210612,0.4682911033659554,10.92565794321746,142.0,0.0
556,ppo_multitask,0.7783321296028498,0.10090284712210612,0.4682911033659554,10.92565794321746,200.0,1.0
557,diffdac,0.7783321296028498,0.10090284712210612,0.4682911033659554,10.92565794321746,200.0,1.0
558,ppo_random,1.0256191956293876,0.11052893424064769,0.5055833403768331,12.15655496764327,153.0,0.0
559,ppo_multitask,1.0256191956293876,0.11052893424064769,0.5055833403768331,12.15655496764327,200.0,1.0
560,diffdac,1.0256191956293876,0.11052893424064769,0.5055833403768331,12.15655496764327,200.0,1.0
561,ppo_random,0.9520245950085665,0.10299422449781367,0.3714507789466476,11.226482205663814,153.0,0.0
562,ppo_multitask,0.9520245950085665,0.10299422449781367,0.3714507789466476,11.226482205663814,200.0,1.0
563,diffdac,0.9520245950085665,0.10299422449781367,0.3714507789466476,11.226482205663814,200.0,1.0
564,ppo_random,1.0071865704838472,0.11738139849065654,0.5181926275245834,8.780715587745494,154.0,0.0
565,ppo_multitask,1.0071865704838472,0.11738139849065654,0.5181926275245834,8.780715587745494,200.0,1.0
566,diffdac,1.0071865704838472,0.11738139849065654,0.5181926275245834,8.780715587745494,200.0,1.0
567,ppo_random,0.9536255414488675,0.09267390980222028,0.6053221939486431,9.99061047491669,147.0,0.0
568,ppo_multitask,0.9536255414488675,0.09267390980222028,0.6053221939486431,9.99061047491669,200.0,1.0
569,diffdac,0.9536255414488675,0.09267390980222028,0.6053221939486431,9.99061047491669,200.0,1.0
570,ppo_random,1.1470766904831708,0.10763121094533135,0.5464370370444772,11.25857118111647,135.0,0.0
571,ppo_multitask,1.1470766904831708,0.10763121094533135,0.5464370370444772,11.25857118111647,200.0,1.0
572,diffdac,1.1470766904831708,0.10763121094533135,0.5464370370444772,11.25857118111647,200.0,1.0
573,ppo_random,1.0249658489194473,0.08533053557644837,0.3917625538498867,8.303325518760264,154.0,0.0
574,ppo_multitask,1.0249658489194473,0.08533053557644837,0.3917625538498867,8.303325518760264,200.0,1.0
575,diffdac,1.0249658489194473,0.08533053557644837,0.3917625538498867,8.303325518760264,200.0,1.0
576,ppo_random,1.1543798108749754,0.09195650375351963,0.4769724933952154,12.591691838132988,151.0,0.0
577,ppo_multitask,1.1543798108749754,0.09195650375351963,0.4769724933952154,12.591691838132988,200.0,1.0
578,diffdac,1.1543798108749754,0.09195650375351963,0.4769724933952154,12.591691838132988,200.0,1.0
579,ppo_random,0.9411932078808426,0.10978822439763689,0.46944748594964203,7.546505393228864,150.0,0.0
580,ppo_multitask,0.9411932078808426,0.10978822439763689,0.46944748594964203,7.546505393228864,200.0,1.0
581,diffdac,0.9411932078808426,0.10978822439763689,0.46944748594964203,7.546505393228864,200.0,1.0
582,ppo_random,1.2806191060338155,0.11311220623382114,0.5217989486143493,10.291038249209876,200.0,1.0
583,ppo_multitask,1.2806191060338155,0.11311220623382114,0.5217989486143493,10.291038249209876,200.0,1.0
584,diffdac,1.2806191060338155,0.11311220623382114,0.5217989486143493,10.291038249209876,200.0,1.0
585,ppo_random,1.2323965970416602,0.07589029021210572,0.45572245010657203,10.461678017423193,141.0,0.0
586,ppo_multitask,1.2323965970416602,0.07589029021210572,0.45572245010657203,10.461678017423193,200.0,1.0
587,diffdac,1.2323965970416602,0.07589029021210572,0.45572245010657203,10.461678017423193,200.0,1.0
588,ppo_random,1.1137055652972467,0.10467852344827844,0.3649059696558948,8.074576616873838,138.0,0.0
589,ppo_multitask,1.1137055652972467,0.10467852344827844,0.3649059696558948,8.074576616873838,200.0,1.0
590,diffdac,1.1137055652972467,0.10467852344827844,0.3649059696558948,8.074576616873838,200.0,1.0
591,ppo_random,1.2207440525040605,0.11708217324982756,0.642878544487479,11.612494836845126,151.0,0.0
592,ppo_multitask,1.2207440525040605,0.11708217324982756,0.642878544487479,11.612494836845126,200.0,1.0
593,diffdac,1.2207440525040605,0.11708217324982756,0.642878544487479,11.612494836845126,200.0,1.0
594,ppo_random,1.0658809527180506,0.1275346007391778,0.4423054923014096,7.362475773033562,136.0,0.0
595,ppo_multitask,1.0658809527180506,0.1275346007391778,0.4423054923014096,7.362475773033562,200.0,1.0
596,diffdac,1.0658809527180506,0.1275346007391778,0.4423054923014096,7.362475773033562,200.0,1.0
597,ppo_random,1.0928750167804875,0.12892235708617059,0.4699714094321239,12.06491561100875,143.0,0.0
598,ppo_multitask,1.0928750167804875,0.12892235708617059,0.4699714094321239,12.06491561100875,200.0,1.0
599,diffdac,1.0928750167804875,0.12892235708617059,0.4699714094321239,12.06491561100875,200.0,1.0
600,ppo_random,1.2685793541110022,0.08359284526790338,0.5283260433173398,9.569852109578168,150.0,0.0
601,ppo_multitask,1.2685793541110022,0.08359284526790338,0.5283260433173398,9.569852109578168,200.0,1.0
602,diffdac,1.2685793541110022,0.08359284526790338,0.5283260433173398,9.569852109578168,200.0,1.0
603,ppo_random,0.768342759592254,0.11487284936315148,0.5333178185869829,11.858150820348616,136.0,0.0
604,ppo_multitask,0.768342759592254,0.11487284936315148,0.5333178185869829,11.858150820348616,200.0,1.0
605,diffdac,0.768342759592254,0.11487284936315148,0.5333178185869829,11.858150820348616,200.0,1.0
606,ppo_random,0.834523707993776,0.08584325865972307,0.6432083458438647,12.95762419979885,130.0,0.0
607,ppo_multitask,0.834523707993776,0.08584325865972307,0.6432083458438647,12.95762419979885,200.0,1.0
608,diffdac,0.834523707993776,0.08584325865972307,0.6432083458438647,12.95762419979885,200.0,1.0
609,ppo_random,1.2087400361920653,0.08133630575950077,0.48518206494830385,10.752083404617117,139.0,0.0
610,ppo_multitask,1.2087400361920653,0.08133630575950077,0.48518206494830385,10.752083404617117,200.0,1.0
611,diffdac,1.2087400361920653,0.08133630575950077,0.48518206494830385,10.752083404617117,200.0,1.0
612,ppo_random,1.2583339333027586,0.09287216535577932,0.549604128915454,12.994928252234356,152.0,0.0
613,ppo_multitask,1.2583339333027586,0.09287216535577932,0.549604128915454,12.994928252234356,200.0,1.0
614,diffdac,1.2583339333027586,0.09287216535577932,0.549604128915454,12.994928252234356,200.0,1.0
615,ppo_random,1.276156423201836,0.10365652649684214,0.647103639226053,11.92267666593318,177.0,0.0
616,ppo_multitask,1.276156423201836,0.10365652649684214,0.647103639226053,11.92267666593318,200.0,1.0
617,diffdac,1.276156423201836,0.10365652649684214,0.647103639226053,11.92267666593318,185.0,0.0
618,ppo_random,0.9563945457295828,0.09909347010754166,0.3637178940645447,10.490246659210927,157.0,0.0
619,ppo_multitask,0.9563945457295828,0.09909347010754166,0.3637178940645447,10.490246659210927,200.0,1.0
620,diffdac,0.9563945457295828,0.09909347010754166,0.3637178940645447,10.490246659210927,200.0,1.0
621,ppo_random,1.001778916335954,0.0919613542385613,0.48419428525676034,9.171320416559265,150.0,0.0
622,ppo_multitask,1.001778916335954,0.0919613542385613,0.48419428525676034,9.171320416559265,200.0,1.0
623,diffdac,1.001778916335954,0.0919613542385613,0.48419428525676034,9.171320416559265,200.0,1.0
624,ppo_random,0.7665438743146714,0.11847831995338731,0.3705460850699158,12.76201130992031,156.0,0.0
625,ppo_multitask,0.7665438743146714,0.11847831995338731,0.3705460850699158,12.76201130992031,200.0,1.0
626,diffdac,0.7665438743146714,0.11847831995338731,0.3705460850699158,12.76201130992031,200.0,1.0
627,ppo_random,1.2059702942064547,0.09028700559473911,0.5956255501153671,10.76077201675431,134.0,0.0
628,ppo_multitask,1.2059702942064547,0.09028700559473911,0.5956255501153671,10.76077201675431,200.0,1.0
629,diffdac,1.2059702942064547,0.09028700559473911,0.5956255501153671,10.76077201675431,200.0,1.0
630,ppo_random,0.7599545261318632,0.08817088599430176,0.5849179427113975,10.026285561329665,146.0,0.0
631,ppo_multitask,0.7599545261318632,0.08817088599430176,0.5849179427113975,10.026285561329665,200.0,1.0
632,diffdac,0.7599545261318632,0.08817088599430176,0.5849179427113975,10.026285561329665,200.0,1.0
633,ppo_random,1.1688208466668537,0.11156973163599863,0.6408976910756443,7.1944076680306654,146.0,0.0
634,ppo_multitask,1.1688208466668537,0.11156973163599863,0.6408976910756443,7.1944076680306654,200.0,1.0
635,diffdac,1.1688208466668537,0.11156973163599863,0.6408976910756443,7.1944076680306654,200.0,1.0
636,ppo_random,0.8397409804164018,0.12470137444381127,0.36530907705941185,7.060044222931821,165.0,0.0
637,ppo_multitask,0.8397409804164018,0.12470137444381127,0.36530907705941185,7.060044222931821,200.0,1.0
638,diffdac,0.8397409804164018,0.12470137444381127,0.36530907705941185,7.060044222931821,200.0,1.0
639,ppo_random,0.8310559224354647,0.12514278212154362,0.6333267296668273,10.605563325492135,152.0,0.0
640,ppo_multitask,0.8310559224354647,0.12514278212154362,0.6333267296668273,10.605563325492135,200.0,1.0
641,diffdac,0.8310559224354647,0.12514278212154362,0.6333267296668273,10.605563325492135,128.0,0.0
642,ppo_random,0.7289464169425816,0.0913434832549089,0.6229222400428278,9.43074242828883,169.0,0.0
643,ppo_multitask,0.7289464169425816,0.0913434832549089,0.6229222400428278,9.43074242828883,200.0,1.0
644,diffdac,0.7289464169425816,0.0913434832549089,0.6229222400428278,9.43074242828883,200.0,1.0
645,ppo_random,0.7923529538408655,0.09937390740271257,0.4045966663725973,8.254536333372299,150.0,0.0
646,ppo_multitask,0.7923529538408655,0.09937390740271257,0.4045966663725973,8.254536333372299,200.0,1.0
647,diffdac,0.7923529538408655,0.09937390740271257,0.4045966663725973,8.254536333372299,200.0,1.0
648,ppo_random,0.7213534209857796,0.11677868052057498,0.5556923128518027,8.267092705187219,164.0,0.0
649,ppo_multitask,0.7213534209857796,0.11677868052057498,0.5556923128518027,8.267092705187219,200.0,1.0
650,diffdac,0.7213534209857796,0.11677868052057498,0.5556923128518027,8.267092705187219,200.0,1.0
651,ppo_random,0.7621970117442918,0.11760510993281503,0.4314985999964234,10.645756532042654,144.0,0.0
652,ppo_multitask,0.7621970117442918,0.11760510993281503,0.4314985999964234,10.645756532042654,200.0,1.0
653,diffdac,0.7621970117442918,0.11760510993281503,0.4314985999964234,10.645756532042654,200.0,1.0
654,ppo_random,0.9005522143795925,0.07893299189732723,0.5464232739682551,11.786006042477968,131.0,0.0
655,ppo_multitask,0.9005522143795925,0.07893299189732723,0.5464232739682551,11.786006042477968,200.0,1.0
656,diffdac,0.9005522143795925,0.07893299189732723,0.5464232739682551,11.786006042477968,200.0,1.0
657,ppo_random,0.7080960428264873,0.08657003973081678,0.4041367792034766,8.629943045793857,143.0,0.0
658,ppo_multitask,0.7080960428264873,0.08657003973081678,0.4041367792034766,8.629943045793857,200.0,1.0
659,diffdac,0.7080960428264873,0.08657003973081678,0.4041367792034766,8.629943045793857,200.0,1.0
660,ppo_random,0.9160913263710142,0.0924192050678978,0.5423030926744581,8.384442023706269,149.0,0.0
661,ppo_multitask,0.9160913263710142,0.0924192050678978,0.5423030926744581,8.384442023706269,200.0,1.0
662,diffdac,0.9160913263710142,0.0924192050678978,0.5423030926744581,8.384442023706269,200.0,1.0
663,ppo_random,1.027942440519008,0.1278584409183581,0.36916798798720574,9.301453347140182,158.0,0.0
664,ppo_multitask,1.027942440519008,0.1278584409183581,0.36916798798720574,9.301453347140182,200.0,1.0
665,diffdac,1.027942440519008,0.1278584409183581,0.36916798798720574,9.301453347140182,200.0,1.0
666,ppo_random,1.0156170556504887,0.1111190311050205,0.60070225647791,10.922591555297203,144.0,0.0
667,ppo_multitask,1.0156170556504887,0.1111190311050205,0.60070225647791,10.922591555297203,200.0,1.0
668,diffdac,1.0156170556504887,0.1111190311050205,0.60070225647791,10.922591555297203,200.0,1.0
669,ppo_random,1.1892312707802724,0.1173020173497189,0.6147350439117978,11.257627213164625,173.0,0.0
670,ppo_multitask,1.1892312707802724,0.1173020173497189,0.6147350439117978,11.257627213164625,200.0,1.0
671,diffdac,1.1892312707802724,0.1173020173497189,0.6147350439117978,11.257627213164625,200.0,1.0
672,ppo_random,0.9888610204536759,0.09622289825641676,0.3572239744664265,9.125269997040688,155.0,0.0
673,ppo_multitask,0.9888610204536759,0.09622289825641676,0.3572239744664265,9.125269997040688,200.0,1.0
674,diffdac,0.9888610204536759,0.09622289825641676,0.3572239744664265,9.125269997040688,200.0,1.0
675,ppo_random,0.8752994073939188,0.1021093244958578,0.41896054063035315,9.242189659824895,148.0,0.0
676,ppo_multitask,0.8752994073939188,0.1021093244958578,0.41896054063035315,9.242189659824895,200.0,1.0
677,diffdac,0.8752994073939188,0.1021093244958578,0.41896054063035315,9.242189659824895,200.0,1.0
678,ppo_random,1.2369743567725746,0.0906896081802309,0.5555174145294525,11.281469645670686,142.0,0.0
679,ppo_multitask,1.2369743567725746,0.0906896081802309,0.5555174145294525,11.281469645670686,200.0,1.0
680,diffdac,1.2369743567725746,0.0906896081802309,0.5555174145294525,11.281469645670686,200.0,1.0
681,ppo_random,0.7764828731151474,0.10483408236414579,0.5426804478372829,9.71238620664338,135.0,0.0
682,ppo_multitask,0.7764828731151474,0.10483408236414579,0.5426804478372829,9.71238620664338,200.0,1.0
683,diffdac,0.7764828731151474,0.10483408236414579,0.5426804478372829,9.71238620664338,200.0,1.0
684,ppo_random,0.9542864868817167,0.10250456601412938,0.556566469315321,9.076498150921354,129.0,0.0
685,ppo_multitask,0.9542864868817167,0.10250456601412938,0.556566469315321,9.076498150921354,200.0,1.0
686,diffdac,0.9542864868817167,0.10250456601412938,0.556566469315321,9.076498150921354,200.0,1.0
687,ppo_random,0.7582149996998049,0.1143134324218665,0.553635144106142,8.485254033491675,175.0,0.0
688,ppo_multitask,0.7582149996998049,0.1143134324218665,0.553635144106142,8.485254033491675,200.0,1.0
689,diffdac,0.7582149996998049,0.1143134324218665,0.553635144106142,8.485254033491675,200.0,1.0
690,ppo_random,1.0785999895634597,0.12293825918716338,0.42756549819204825,8.884734280721316,142.0,0.0
691,ppo_multitask,1.0785999895634597,0.12293825918716338,0.42756549819204825,8.884734280721316,200.0,1.0
692,diffdac,1.0785999895634597,0.12293825918716338,0.42756549819204825,8.884734280721316,200.0,1.0
693,ppo_random,1.1688964244972921,0.1050525469651326,0.4780130210567375,8.892068169492498,157.0,0.0
694,ppo_multitask,1.1688964244972921,0.1050525469651326,0.4780130210567375,8.892068169492498,200.0,1.0
695,diffdac,1.1688964244972921,0.1050525469651326,0.4780130210567375,8.892068169492498,200.0,1.0
696,ppo_random,0.8962577959026807,0.09076832322814293,0.39344172403947736,10.914041152874244,154.0,0.0
697,ppo_multitask,0.8962577959026807,0.09076832322814293,0.39344172403947736,10.914041152874244,200.0,1.0
698,diffdac,0.8962577959026807,0.09076832322814293,0.39344172403947736,10.914041152874244,200.0,1.0
699,ppo_random,0.7896814800287342,0.12353293591082998,0.5249496927011796,12.398441052780523,153.0,0.0
700,ppo_multitask,0.7896814800287342,0.12353293591082998,0.5249496927011796,12.398441052780523,200.0,1.0
701,diffdac,0.7896814800287342,0.12353293591082998,0.5249496927011796,12.398441052780523,200.0,1.0
702,ppo_random,0.718580406082008,0.08525692439405488,0.6237201330517947,12.821045186845538,140.0,0.0
703,ppo_multitask,0.718580406082008,0.08525692439405488,0.6237201330517947,12.821045186845538,200.0,1.0
704,diffdac,0.718580406082008,0.08525692439405488,0.6237201330517947,12.821045186845538,200.0,1.0
705,ppo_random,1.2583528619024444,0.10136242279390723,0.373305912259073,12.566244232363722,143.0,0.0
706,ppo_multitask,1.2583528619024444,0.10136242279390723,0.373305912259073,12.566244232363722,200.0,1.0
707,diffdac,1.2583528619024444,0.10136242279390723,0.373305912259073,12.566244232363722,200.0,1.0
708,ppo_random,0.7467194890301609,0.118643161115489,0.3846117809923705,11.972600523701725,163.0,0.0
709,ppo_multitask,0.7467194890301609,0.118643161115489,0.3846117809923705,11.972600523701725,200.0,1.0
710,diffdac,0.7467194890301609,0.118643161115489,0.3846117809923705,11.972600523701725,200.0,1.0
711,ppo_random,1.2926851942011561,0.0843231511202289,0.35418732027383937,11.912706165453717,133.0,0.0
712,ppo_multitask,1.2926851942011561,0.0843231511202289,0.35418732027383937,11.912706165453717,200.0,1.0
713,diffdac,1.2926851942011561,0.0843231511202289,0.35418732027383937,11.912706165453717,200.0,1.0
714,ppo_random,0.7392031019786851,0.08591613799865422,0.5622207807731415,12.68236611702723,153.0,0.0
715,ppo_multitask,0.7392031019786851,0.08591613799865422,0.5622207807731415,12.68236611702723,200.0,1.0
716,diffdac,0.7392031019786851,0.08591613799865422,0.5622207807731415,12.68236611702723,200.0,1.0
717,ppo_random,0.8858987459956211,0.07778823912596346,0.4540782861624268,11.62196202078304,158.0,0.0
718,ppo_multitask,0.8858987459956211,0.07778823912596346,0.4540782861624268,11.62196202078304,200.0,1.0
719,diffdac,0.8858987459956211,0.07778823912596346,0.4540782861624268,11.62196202078304,200.0,1.0
720,ppo_random,0.8761039240690746,0.09582261194328309,0.585119851984438,8.463476529127279,140.0,0.0
721,ppo_multitask,0.8761039240690746,0.09582261194328309,0.585119851984438,8.463476529127279,200.0,1.0
722,diffdac,0.8761039240690746,0.09582261194328309,0.585119851984438,8.463476529127279,200.0,1.0
723,ppo_random,1.0689684537861437,0.10469839425216707,0.39957199690826434,7.009075871774233,143.0,0.0
724,ppo_multitask,1.0689684537861437,0.10469839425216707,0.39957199690826434,7.009075871774233,200.0,1.0
725,diffdac,1.0689684537861437,0.10469839425216707,0.39957199690826434,7.009075871774233,200.0,1.0
726,ppo_random,1.1108118722630747,0.0733122466826074,0.5442722055860963,10.478374932549066,139.0,0.0
727,ppo_multitask,1.1108118722630747,0.0733122466826074,0.5442722055860963,10.478374932549066,200.0,1.0
728,diffdac,1.1108118722630747,0.0733122466826074,0.5442722055860963,10.478374932549066,200.0,1.0
729,ppo_random,0.8245812215212596,0.1169195192595062,0.532069668230706,9.076174060635196,167.0,0.0
730,ppo_multitask,0.8245812215212596,0.1169195192595062,0.532069668230706,9.076174060635196,200.0,1.0
731,diffdac,0.8245812215212596,0.1169195192595062,0.532069668230706,9.076174060635196,200.0,1.0
732,ppo_random,0.8744065984104277,0.07595662305821153,0.4247022213258633,9.378080485946068,142.0,0.0
733,ppo_multitask,0.8744065984104277,0.07595662305821153,0.4247022213258633,9.378080485946068,200.0,1.0
734,diffdac,0.8744065984104277,0.07595662305821153,0.4247022213258633,9.378080485946068,200.0,1.0
735,ppo_random,1.244112320004598,0.07675180027687187,0.38009003945823916,7.4572460826695,171.0,0.0
736,ppo_multitask,1.244112320004598,0.07675180027687187,0.38009003945823916,7.4572460826695,200.0,1.0
737,diffdac,1.244112320004598,0.07675180027687187,0.38009003945823916,7.4572460826695,200.0,1.0
738,ppo_random,0.9877895730602555,0.12474798652640028,0.5571253462260028,10.536285247671907,133.0,0.0
739,ppo_multitask,0.9877895730602555,0.12474798652640028,0.5571253462260028,10.536285247671907,200.0,1.0
740,diffdac,0.9877895730602555,0.12474798652640028,0.5571253462260028,10.536285247671907,200.0,1.0
741,ppo_random,0.9197081947668764,0.12445249010776505,0.5993181508499376,7.51545913595651,135.0,0.0
