,algo,masscart,masspole,length,force_mag,reward_sum,success
62,diffdac,1.0528784806463645,0.12386282367456508,0.6174592188424124,11.895024863846103,152.0,0.0
63,ppo_random,0.7292349284854763,0.087346579587389,0.566289904049369,7.129697499495698,135.0,0.0
64,ppo_multitask,0.7292349284854763,0.087346579587389,0.566289904049369,7.129697499495698,200.0,1.0
65,diffdac,0.7292349284854763,0.087346579587389,0.566289904049369,7.129697499495698,200.0,1.0
66,ppo_random,0.8250763224153055,0.09890086370580195,0.4761614105943124,12.155091991128064,146.0,0.0
67,ppo_multitask,0.8250763224153055,0.09890086370580195,0.4761614105943124,12.155091991128064,200.0,1.0
68,diffdac,0.8250763224153055,0.09890086370580195,0.4761614105943124,12.155091991128064,200.0,1.0
69,ppo_random,1.0103787303079534,0.12681775622888886,0.5796379278190721,8.694375063802676,149.0,0.0
70,ppo_multitask,1.0103787303079534,0.12681775622888886,0.5796379278190721,8.694375063802676,200.0,1.0
71,diffdac,1.0103787303079534,0.12681775622888886,0.5796379278190721,8.694375063802676,200.0,1.0
72,ppo_random,1.2760103820015511,0.11197072299697457,0.6499601877871638,8.32040379869711,163.0,0.0
73,ppo_multitask,1.2760103820015511,0.11197072299697457,0.6499601877871638,8.32040379869711,200.0,1.0
74,diffdac,1.2760103820015511,0.11197072299697457,0.6499601877871638,8.32040379869711,135.0,0.0
75,ppo_random,1.2220744819763272,0.1049366157203536,0.4336516822103207,8.115467392541076,149.0,0.0
76,ppo_multitask,1.2220744819763272,0.1049366157203536,0.4336516822103207,8.115467392541076,200.0,1.0
77,diffdac,1.2220744819763272,0.1049366157203536,0.4336516822103207,8.115467392541076,200.0,1.0
78,ppo_random,0.8847609715749825,0.10116348875831804,0.5804892984613921,11.735324417025158,166.0,0.0
79,ppo_multitask,0.8847609715749825,0.10116348875831804,0.5804892984613921,11.735324417025158,200.0,1.0
80,diffdac,0.8847609715749825,0.10116348875831804,0.5804892984613921,11.735324417025158,200.0,1.0
81,ppo_random,0.9554328463113375,0.11887502442967315,0.5706191870599039,12.208019199278414,149.0,0.0
82,ppo_multitask,0.9554328463113375,0.11887502442967315,0.5706191870599039,12.208019199278414,200.0,1.0
83,diffdac,0.9554328463113375,0.11887502442967315,0.5706191870599039,12.208019199278414,200.0,1.0
84,ppo_random,1.1374082453734715,0.10367437613965846,0.38749012760277224,9.385554212200702,145.0,0.0
85,ppo_multitask,1.1374082453734715,0.10367437613965846,0.38749012760277224,9.385554212200702,200.0,1.0
86,diffdac,1.1374082453734715,0.10367437613965846,0.38749012760277224,9.385554212200702,200.0,1.0
87,ppo_random,1.2182559913420499,0.0870943579136576,0.37197691642512076,11.57942322598171,153.0,0.0
88,ppo_multitask,1.2182559913420499,0.0870943579136576,0.37197691642512076,11.57942322598171,200.0,1.0
89,diffdac,1.2182559913420499,0.0870943579136576,0.37197691642512076,11.57942322598171,200.0,1.0
90,ppo_random,1.0864861216410011,0.092844909378107,0.5489143716007006,7.9819043566165195,130.0,0.0
91,ppo_multitask,1.0864861216410011,0.092844909378107,0.5489143716007006,7.9819043566165195,200.0,1.0
92,diffdac,1.0864861216410011,0.092844909378107,0.5489143716007006,7.9819043566165195,200.0,1.0
93,ppo_random,0.8716322929963094,0.12748633399114,0.5810938796656634,12.921220018554777,140.0,0.0
94,ppo_multitask,0.8716322929963094,0.12748633399114,0.5810938796656634,12.921220018554777,200.0,1.0
95,diffdac,0.8716322929963094,0.12748633399114,0.5810938796656634,12.921220018554777,200.0,1.0
96,ppo_random,1.2153335603758237,0.0923626692985168,0.516538633399579,12.733939293950606,41.0,0.0
97,ppo_multitask,1.2153335603758237,0.0923626692985168,0.516538633399579,12.733939293950606,200.0,1.0
98,diffdac,1.2153335603758237,0.0923626692985168,0.516538633399579,12.733939293950606,200.0,1.0
99,ppo_random,0.8491060764626379,0.09699852526304772,0.4732822408989622,8.561798145321399,144.0,0.0
100,ppo_multitask,0.8491060764626379,0.09699852526304772,0.4732822408989622,8.561798145321399,200.0,1.0
101,diffdac,0.8491060764626379,0.09699852526304772,0.4732822408989622,8.561798145321399,200.0,1.0
102,ppo_random,0.7231370085288458,0.1168060276314805,0.37781112660023997,10.797356118906864,145.0,0.0
103,ppo_multitask,0.7231370085288458,0.1168060276314805,0.37781112660023997,10.797356118906864,200.0,1.0
104,diffdac,0.7231370085288458,0.1168060276314805,0.37781112660023997,10.797356118906864,200.0,1.0
105,ppo_random,0.9748329689344544,0.0885009764178947,0.4194461135106687,8.664547310536756,154.0,0.0
106,ppo_multitask,0.9748329689344544,0.0885009764178947,0.4194461135106687,8.664547310536756,200.0,1.0
107,diffdac,0.9748329689344544,0.0885009764178947,0.4194461135106687,8.664547310536756,200.0,1.0
108,ppo_random,1.1371043149574354,0.1060968527422128,0.6356542002218042,7.859040686326183,149.0,0.0
109,ppo_multitask,1.1371043149574354,0.1060968527422128,0.6356542002218042,7.859040686326183,200.0,1.0
110,diffdac,1.1371043149574354,0.1060968527422128,0.6356542002218042,7.859040686326183,180.0,0.0
111,ppo_random,1.2666979617143843,0.09784589045826445,0.40783850868714727,10.491369261279953,135.0,0.0
112,ppo_multitask,1.2666979617143843,0.09784589045826445,0.40783850868714727,10.491369261279953,200.0,1.0
113,diffdac,1.2666979617143843,0.09784589045826445,0.40783850868714727,10.491369261279953,200.0,1.0
114,ppo_random,0.9308638717100463,0.12158247079543714,0.633259890742226,11.216949361664376,163.0,0.0
115,ppo_multitask,0.9308638717100463,0.12158247079543714,0.633259890742226,11.216949361664376,200.0,1.0
116,diffdac,0.9308638717100463,0.12158247079543714,0.633259890742226,11.216949361664376,77.0,0.0
117,ppo_random,1.0281334936872129,0.11787394127695631,0.5961205639695144,7.732299200981207,140.0,0.0
118,ppo_multitask,1.0281334936872129,0.11787394127695631,0.5961205639695144,7.732299200981207,200.0,1.0
119,diffdac,1.0281334936872129,0.11787394127695631,0.5961205639695144,7.732299200981207,200.0,1.0
120,ppo_random,0.9446122168481716,0.0733219624067116,0.5865604632460258,8.723831108736075,142.0,0.0
121,ppo_multitask,0.9446122168481716,0.0733219624067116,0.5865604632460258,8.723831108736075,200.0,1.0
122,diffdac,0.9446122168481716,0.0733219624067116,0.5865604632460258,8.723831108736075,200.0,1.0
123,ppo_random,0.850554174246964,0.0727657492403567,0.5530448723331676,7.260816913868513,138.0,0.0
124,ppo_multitask,0.850554174246964,0.0727657492403567,0.5530448723331676,7.260816913868513,200.0,1.0
125,diffdac,0.850554174246964,0.0727657492403567,0.5530448723331676,7.260816913868513,200.0,1.0
126,ppo_random,0.9247240713084175,0.12704285838459498,0.5695981825434215,10.59195090518222,143.0,0.0
127,ppo_multitask,0.9247240713084175,0.12704285838459498,0.5695981825434215,10.59195090518222,200.0,1.0
128,diffdac,0.9247240713084175,0.12704285838459498,0.5695981825434215,10.59195090518222,200.0,1.0
129,ppo_random,0.7690327398338673,0.10654399235676888,0.3900172892557965,8.443537719792094,138.0,0.0
130,ppo_multitask,0.7690327398338673,0.10654399235676888,0.3900172892557965,8.443537719792094,200.0,1.0
131,diffdac,0.7690327398338673,0.10654399235676888,0.3900172892557965,8.443537719792094,200.0,1.0
132,ppo_random,1.2009052891993897,0.07628776626219218,0.5733921445038553,9.163005017537714,149.0,0.0
133,ppo_multitask,1.2009052891993897,0.07628776626219218,0.5733921445038553,9.163005017537714,200.0,1.0
134,diffdac,1.2009052891993897,0.07628776626219218,0.5733921445038553,9.163005017537714,200.0,1.0
135,ppo_random,1.29340690808536,0.10297268361068353,0.43443419058651883,7.463737396475036,148.0,0.0
136,ppo_multitask,1.29340690808536,0.10297268361068353,0.43443419058651883,7.463737396475036,200.0,1.0
137,diffdac,1.29340690808536,0.10297268361068353,0.43443419058651883,7.463737396475036,200.0,1.0
138,ppo_random,1.1702994104834503,0.10809002236316381,0.42471292745472466,11.548455187898906,136.0,0.0
139,ppo_multitask,1.1702994104834503,0.10809002236316381,0.42471292745472466,11.548455187898906,200.0,1.0
140,diffdac,1.1702994104834503,0.10809002236316381,0.42471292745472466,11.548455187898906,200.0,1.0
141,ppo_random,0.7680930831361896,0.12846898566618742,0.5686203900503319,9.108806835356209,142.0,0.0
142,ppo_multitask,0.7680930831361896,0.12846898566618742,0.5686203900503319,9.108806835356209,200.0,1.0
143,diffdac,0.7680930831361896,0.12846898566618742,0.5686203900503319,9.108806835356209,200.0,1.0
144,ppo_random,0.7104941625586916,0.12349439603081551,0.4354583502421755,8.793858264753748,155.0,0.0
145,ppo_multitask,0.7104941625586916,0.12349439603081551,0.4354583502421755,8.793858264753748,200.0,1.0
146,diffdac,0.7104941625586916,0.12349439603081551,0.4354583502421755,8.793858264753748,200.0,1.0
147,ppo_random,0.8805786735135488,0.08482370991770886,0.6279005405177527,12.349620629666584,169.0,0.0
148,ppo_multitask,0.8805786735135488,0.08482370991770886,0.6279005405177527,12.349620629666584,200.0,1.0
149,diffdac,0.8805786735135488,0.08482370991770886,0.6279005405177527,12.349620629666584,200.0,1.0
150,ppo_random,0.9967609873228129,0.08368498626696017,0.4266421771271634,9.377979458336661,148.0,0.0
151,ppo_multitask,0.9967609873228129,0.08368498626696017,0.4266421771271634,9.377979458336661,200.0,1.0
152,diffdac,0.9967609873228129,0.08368498626696017,0.4266421771271634,9.377979458336661,200.0,1.0
153,ppo_random,1.1054388493021314,0.07268273093217675,0.4529911017627777,10.864118362118985,148.0,0.0
154,ppo_multitask,1.1054388493021314,0.07268273093217675,0.4529911017627777,10.864118362118985,200.0,1.0
155,diffdac,1.1054388493021314,0.07268273093217675,0.4529911017627777,10.864118362118985,200.0,1.0
156,ppo_random,1.1938662044258752,0.07156707889419203,0.4132311919793882,10.71053061609766,143.0,0.0
157,ppo_multitask,1.1938662044258752,0.07156707889419203,0.4132311919793882,10.71053061609766,200.0,1.0
158,diffdac,1.1938662044258752,0.07156707889419203,0.4132311919793882,10.71053061609766,200.0,1.0
159,ppo_random,1.2079974443260804,0.10366993241590206,0.48646262072172586,9.11304948215177,140.0,0.0
160,ppo_multitask,1.2079974443260804,0.10366993241590206,0.48646262072172586,9.11304948215177,200.0,1.0
161,diffdac,1.2079974443260804,0.10366993241590206,0.48646262072172586,9.11304948215177,200.0,1.0
162,ppo_random,0.9521097802844642,0.09179436981790513,0.4054630063284355,10.109696369004858,141.0,0.0
163,ppo_multitask,0.9521097802844642,0.09179436981790513,0.4054630063284355,10.109696369004858,200.0,1.0
164,diffdac,0.9521097802844642,0.09179436981790513,0.4054630063284355,10.109696369004858,200.0,1.0
165,ppo_random,0.7558649720031148,0.12829935519938726,0.49515799413909384,8.455136208988385,141.0,0.0
166,ppo_multitask,0.7558649720031148,0.12829935519938726,0.49515799413909384,8.455136208988385,200.0,1.0
167,diffdac,0.7558649720031148,0.12829935519938726,0.49515799413909384,8.455136208988385,200.0,1.0
168,ppo_random,1.290515110325546,0.0900047359608792,0.5521104874007412,8.178342503287148,139.0,0.0
169,ppo_multitask,1.290515110325546,0.0900047359608792,0.5521104874007412,8.178342503287148,200.0,1.0
170,diffdac,1.290515110325546,0.0900047359608792,0.5521104874007412,8.178342503287148,200.0,1.0
171,ppo_random,0.752409785741305,0.08382862597310367,0.47331832119167383,8.864696191360522,143.0,0.0
172,ppo_multitask,0.752409785741305,0.08382862597310367,0.47331832119167383,8.864696191360522,200.0,1.0
173,diffdac,0.752409785741305,0.08382862597310367,0.47331832119167383,8.864696191360522,200.0,1.0
174,ppo_random,0.9190633498136164,0.09707235495360028,0.4988181046303368,7.453732399570821,136.0,0.0
175,ppo_multitask,0.9190633498136164,0.09707235495360028,0.4988181046303368,7.453732399570821,200.0,1.0
176,diffdac,0.9190633498136164,0.09707235495360028,0.4988181046303368,7.453732399570821,200.0,1.0
177,ppo_random,1.2544210693446551,0.07947223483208751,0.6100745230447392,7.504941645168749,140.0,0.0
178,ppo_multitask,1.2544210693446551,0.07947223483208751,0.6100745230447392,7.504941645168749,200.0,1.0
179,diffdac,1.2544210693446551,0.07947223483208751,0.6100745230447392,7.504941645168749,156.0,0.0
180,ppo_random,0.8805239980279712,0.08121674898051268,0.4469548030904658,10.994497421729854,149.0,0.0
181,ppo_multitask,0.8805239980279712,0.08121674898051268,0.4469548030904658,10.994497421729854,200.0,1.0
182,diffdac,0.8805239980279712,0.08121674898051268,0.4469548030904658,10.994497421729854,200.0,1.0
183,ppo_random,1.1946816855479692,0.08088098394983198,0.6131980304621159,9.997307844079835,136.0,0.0
184,ppo_multitask,1.1946816855479692,0.08088098394983198,0.6131980304621159,9.997307844079835,200.0,1.0
185,diffdac,1.1946816855479692,0.08088098394983198,0.6131980304621159,9.997307844079835,200.0,1.0
186,ppo_random,0.720252826253925,0.09934645047793508,0.6038255291842649,9.468411998858647,143.0,0.0
187,ppo_multitask,0.720252826253925,0.09934645047793508,0.6038255291842649,9.468411998858647,200.0,1.0
188,diffdac,0.720252826253925,0.09934645047793508,0.6038255291842649,9.468411998858647,200.0,1.0
189,ppo_random,1.032364613500352,0.09377487362232201,0.364438031774023,10.154035366557117,141.0,0.0
190,ppo_multitask,1.032364613500352,0.09377487362232201,0.364438031774023,10.154035366557117,200.0,1.0
191,diffdac,1.032364613500352,0.09377487362232201,0.364438031774023,10.154035366557117,200.0,1.0
192,ppo_random,0.927459115260262,0.10402589003077684,0.5286777537971366,9.699153393132715,142.0,0.0
193,ppo_multitask,0.927459115260262,0.10402589003077684,0.5286777537971366,9.699153393132715,200.0,1.0
194,diffdac,0.927459115260262,0.10402589003077684,0.5286777537971366,9.699153393132715,200.0,1.0
195,ppo_random,0.8311870300883236,0.07188416317015482,0.436137583201911,8.03586793333124,154.0,0.0
196,ppo_multitask,0.8311870300883236,0.07188416317015482,0.436137583201911,8.03586793333124,200.0,1.0
197,diffdac,0.8311870300883236,0.07188416317015482,0.436137583201911,8.03586793333124,200.0,1.0
198,ppo_random,0.7925725468787654,0.07802197364200394,0.45880563985306627,11.074653252673789,143.0,0.0
199,ppo_multitask,0.7925725468787654,0.07802197364200394,0.45880563985306627,11.074653252673789,200.0,1.0
200,diffdac,0.7925725468787654,0.07802197364200394,0.45880563985306627,11.074653252673789,200.0,1.0
201,ppo_random,1.027510857960987,0.12153139663548154,0.5557677759699737,8.989550926080605,141.0,0.0
202,ppo_multitask,1.027510857960987,0.12153139663548154,0.5557677759699737,8.989550926080605,200.0,1.0
203,diffdac,1.027510857960987,0.12153139663548154,0.5557677759699737,8.989550926080605,200.0,1.0
204,ppo_random,0.855622881969066,0.07260166306971401,0.5246091026379813,7.675073006866729,148.0,0.0
205,ppo_multitask,0.855622881969066,0.07260166306971401,0.5246091026379813,7.675073006866729,200.0,1.0
206,diffdac,0.855622881969066,0.07260166306971401,0.5246091026379813,7.675073006866729,200.0,1.0
207,ppo_random,0.87774949700346,0.1185440629403996,0.45507575756702345,11.736455538585355,195.0,0.0
208,ppo_multitask,0.87774949700346,0.1185440629403996,0.45507575756702345,11.736455538585355,200.0,1.0
209,diffdac,0.87774949700346,0.1185440629403996,0.45507575756702345,11.736455538585355,200.0,1.0
210,ppo_random,1.2564883231713753,0.12234557766455294,0.5253893817786659,12.431021042342781,134.0,0.0
211,ppo_multitask,1.2564883231713753,0.12234557766455294,0.5253893817786659,12.431021042342781,200.0,1.0
212,diffdac,1.2564883231713753,0.12234557766455294,0.5253893817786659,12.431021042342781,200.0,1.0
213,ppo_random,0.8113451648911235,0.0931959581825242,0.5995688595911509,8.192184694239293,141.0,0.0
214,ppo_multitask,0.8113451648911235,0.0931959581825242,0.5995688595911509,8.192184694239293,200.0,1.0
215,diffdac,0.8113451648911235,0.0931959581825242,0.5995688595911509,8.192184694239293,200.0,1.0
216,ppo_random,0.7640429213531864,0.11106055799672124,0.5104887852173261,9.21512246049979,146.0,0.0
217,ppo_multitask,0.7640429213531864,0.11106055799672124,0.5104887852173261,9.21512246049979,200.0,1.0
218,diffdac,0.7640429213531864,0.11106055799672124,0.5104887852173261,9.21512246049979,200.0,1.0
219,ppo_random,1.0856139494716475,0.10231725585813681,0.503569394737589,10.661543362677978,128.0,0.0
220,ppo_multitask,1.0856139494716475,0.10231725585813681,0.503569394737589,10.661543362677978,200.0,1.0
221,diffdac,1.0856139494716475,0.10231725585813681,0.503569394737589,10.661543362677978,200.0,1.0
222,ppo_random,0.8213213760581448,0.11707285624663366,0.6081611717711093,8.962511206488609,153.0,0.0
223,ppo_multitask,0.8213213760581448,0.11707285624663366,0.6081611717711093,8.962511206488609,200.0,1.0
224,diffdac,0.8213213760581448,0.11707285624663366,0.6081611717711093,8.962511206488609,200.0,1.0
225,ppo_random,1.0413641320715474,0.07395785365536654,0.6164332009700771,12.577949063044414,166.0,0.0
226,ppo_multitask,1.0413641320715474,0.07395785365536654,0.6164332009700771,12.577949063044414,200.0,1.0
227,diffdac,1.0413641320715474,0.07395785365536654,0.6164332009700771,12.577949063044414,200.0,1.0
228,ppo_random,0.8864978798538131,0.119139233243131,0.45042578737145755,8.162281112041256,142.0,0.0
229,ppo_multitask,0.8864978798538131,0.119139233243131,0.45042578737145755,8.162281112041256,200.0,1.0
230,diffdac,0.8864978798538131,0.119139233243131,0.45042578737145755,8.162281112041256,200.0,1.0
231,ppo_random,1.2514654190795091,0.10853173599543132,0.576113668918753,7.83588740861641,167.0,0.0
232,ppo_multitask,1.2514654190795091,0.10853173599543132,0.576113668918753,7.83588740861641,200.0,1.0
233,diffdac,1.2514654190795091,0.10853173599543132,0.576113668918753,7.83588740861641,200.0,1.0
234,ppo_random,0.7289087365001425,0.11085778083206307,0.5896088203711405,11.800651549947295,133.0,0.0
235,ppo_multitask,0.7289087365001425,0.11085778083206307,0.5896088203711405,11.800651549947295,200.0,1.0
236,diffdac,0.7289087365001425,0.11085778083206307,0.5896088203711405,11.800651549947295,200.0,1.0
237,ppo_random,1.0004008758042287,0.0980840455568869,0.5002347576926697,7.895068992712649,147.0,0.0
238,ppo_multitask,1.0004008758042287,0.0980840455568869,0.5002347576926697,7.895068992712649,200.0,1.0
239,diffdac,1.0004008758042287,0.0980840455568869,0.5002347576926697,7.895068992712649,200.0,1.0
240,ppo_random,1.0131494299001529,0.11196438202087985,0.4309606913218851,11.046891248133953,143.0,0.0
241,ppo_multitask,1.0131494299001529,0.11196438202087985,0.4309606913218851,11.046891248133953,200.0,1.0
242,diffdac,1.0131494299001529,0.11196438202087985,0.4309606913218851,11.046891248133953,200.0,1.0
243,ppo_random,0.9132514706831418,0.0904509326013581,0.629931932684471,12.48291511387016,154.0,0.0
244,ppo_multitask,0.9132514706831418,0.0904509326013581,0.629931932684471,12.48291511387016,200.0,1.0
245,diffdac,0.9132514706831418,0.0904509326013581,0.629931932684471,12.48291511387016,200.0,1.0
246,ppo_random,0.8651354018808026,0.10835384565551617,0.537169763700614,11.668253843892495,152.0,0.0
247,ppo_multitask,0.8651354018808026,0.10835384565551617,0.537169763700614,11.668253843892495,200.0,1.0
248,diffdac,0.8651354018808026,0.10835384565551617,0.537169763700614,11.668253843892495,200.0,1.0
249,ppo_random,0.854225456263084,0.11102725498426436,0.5490925272707347,11.662782606798398,137.0,0.0
250,ppo_multitask,0.854225456263084,0.11102725498426436,0.5490925272707347,11.662782606798398,200.0,1.0
251,diffdac,0.854225456263084,0.11102725498426436,0.5490925272707347,11.662782606798398,200.0,1.0
252,ppo_random,0.7276245961788913,0.09221453896693595,0.42269548024742143,10.77088003026751,154.0,0.0
253,ppo_multitask,0.7276245961788913,0.09221453896693595,0.42269548024742143,10.77088003026751,200.0,1.0
254,diffdac,0.7276245961788913,0.09221453896693595,0.42269548024742143,10.77088003026751,200.0,1.0
255,ppo_random,1.0722242887319537,0.10053718411872442,0.4394734525276186,10.922792274355576,132.0,0.0
256,ppo_multitask,1.0722242887319537,0.10053718411872442,0.4394734525276186,10.922792274355576,200.0,1.0
257,diffdac,1.0722242887319537,0.10053718411872442,0.4394734525276186,10.922792274355576,200.0,1.0
258,ppo_random,0.8215641721773342,0.08242558624365838,0.39579132299007375,11.527556869153138,139.0,0.0
259,ppo_multitask,0.8215641721773342,0.08242558624365838,0.39579132299007375,11.527556869153138,200.0,1.0
260,diffdac,0.8215641721773342,0.08242558624365838,0.39579132299007375,11.527556869153138,200.0,1.0
261,ppo_random,1.093758511139774,0.12729408261479366,0.6412628104981449,7.586993063892323,188.0,0.0
262,ppo_multitask,1.093758511139774,0.12729408261479366,0.6412628104981449,7.586993063892323,200.0,1.0
263,diffdac,1.093758511139774,0.12729408261479366,0.6412628104981449,7.586993063892323,200.0,1.0
264,ppo_random,1.088530629611814,0.10042898129278481,0.5085024140456718,12.377711224059327,146.0,0.0
265,ppo_multitask,1.088530629611814,0.10042898129278481,0.5085024140456718,12.377711224059327,200.0,1.0
266,diffdac,1.088530629611814,0.10042898129278481,0.5085024140456718,12.377711224059327,200.0,1.0
267,ppo_random,0.9998165922813004,0.0853562280587002,0.42743018929657234,7.581530256634984,132.0,0.0
268,ppo_multitask,0.9998165922813004,0.0853562280587002,0.42743018929657234,7.581530256634984,200.0,1.0
269,diffdac,0.9998165922813004,0.0853562280587002,0.42743018929657234,7.581530256634984,200.0,1.0
270,ppo_random,0.7918325192596881,0.07946113966056444,0.6456473342549458,12.426986384831762,154.0,0.0
271,ppo_multitask,0.7918325192596881,0.07946113966056444,0.6456473342549458,12.426986384831762,200.0,1.0
