,algo,max_torque,m,l,reward_sum,success
157,ppo_multitask,2.3877324088517504,0.7156707889419204,0.8264623839587764,-104.456314,1.0
158,diffdac,2.3877324088517504,0.7156707889419204,0.8264623839587764,-233.51253,1.0
159,ppo_random,2.4159948886521607,1.0366993241590206,0.9729252414434517,-119.08016,1.0
160,ppo_multitask,2.4159948886521607,1.0366993241590206,0.9729252414434517,-119.12774,1.0
161,diffdac,2.4159948886521607,1.0366993241590206,0.9729252414434517,-236.60019,1.0
162,ppo_random,1.9042195605689285,0.9179436981790514,0.810926012656871,-121.57187,1.0
163,ppo_multitask,1.9042195605689285,0.9179436981790514,0.810926012656871,-114.27853,1.0
164,diffdac,1.9042195605689285,0.9179436981790514,0.810926012656871,-117.76599,1.0
165,ppo_random,1.5117299440062295,1.2829935519938727,0.9903159882781877,-863.9717,0.0
166,ppo_multitask,1.5117299440062295,1.2829935519938727,0.9903159882781877,-373.10388,1.0
167,diffdac,1.5117299440062295,1.2829935519938727,0.9903159882781877,-744.2333,0.0
168,ppo_random,2.581030220651092,0.900047359608792,1.1042209748014824,-1.1488154,1.0
169,ppo_multitask,2.581030220651092,0.900047359608792,1.1042209748014824,-1.4923383,1.0
170,diffdac,2.581030220651092,0.900047359608792,1.1042209748014824,-0.92104745,1.0
171,ppo_random,1.50481957148261,0.8382862597310368,0.9466366423833477,-1.7144711,1.0
172,ppo_multitask,1.50481957148261,0.8382862597310368,0.9466366423833477,-2.048768,1.0
173,diffdac,1.50481957148261,0.8382862597310368,0.9466366423833477,-129.89694,1.0
174,ppo_random,1.8381266996272327,0.9707235495360027,0.9976362092606736,-128.21815,1.0
175,ppo_multitask,1.8381266996272327,0.9707235495360027,0.9976362092606736,-128.06277,1.0
176,diffdac,1.8381266996272327,0.9707235495360027,0.9976362092606736,-125.60718,1.0
177,ppo_random,2.5088421386893103,0.7947223483208752,1.2201490460894784,-0.40223488,1.0
178,ppo_multitask,2.5088421386893103,0.7947223483208752,1.2201490460894784,-0.36529055,1.0
179,diffdac,2.5088421386893103,0.7947223483208752,1.2201490460894784,-0.3072532,1.0
180,ppo_random,1.7610479960559424,0.8121674898051268,0.8939096061809316,-118.00989,1.0
181,ppo_multitask,1.7610479960559424,0.8121674898051268,0.8939096061809316,-119.05778,1.0
182,diffdac,1.7610479960559424,0.8121674898051268,0.8939096061809316,-250.30588,1.0
183,ppo_random,2.3893633710959383,0.8088098394983199,1.2263960609242317,-0.46533826,1.0
184,ppo_multitask,2.3893633710959383,0.8088098394983199,1.2263960609242317,-0.4765363,1.0
185,diffdac,2.3893633710959383,0.8088098394983199,1.2263960609242317,-0.37580028,1.0
186,ppo_random,1.44050565250785,0.9934645047793508,1.2076510583685298,-574.3977,1.0
187,ppo_multitask,1.44050565250785,0.9934645047793508,1.2076510583685298,-435.7767,1.0
188,diffdac,1.44050565250785,0.9934645047793508,1.2076510583685298,-690.3716,1.0
189,ppo_random,2.064729227000704,0.93774873622322,0.728876063548046,-1.8210338,1.0
190,ppo_multitask,2.064729227000704,0.93774873622322,0.728876063548046,-2.0139406,1.0
191,diffdac,2.064729227000704,0.93774873622322,0.728876063548046,-130.00162,1.0
192,ppo_random,1.854918230520524,1.0402589003077685,1.057355507594273,-125.22615,1.0
193,ppo_multitask,1.854918230520524,1.0402589003077685,1.057355507594273,-121.801636,1.0
194,diffdac,1.854918230520524,1.0402589003077685,1.057355507594273,-127.714165,1.0
195,ppo_random,1.6623740601766472,0.7188416317015482,0.872275166403822,-120.001854,1.0
196,ppo_multitask,1.6623740601766472,0.7188416317015482,0.872275166403822,-114.37221,1.0
197,diffdac,1.6623740601766472,0.7188416317015482,0.872275166403822,-121.569626,1.0
198,ppo_random,1.5851450937575309,0.7802197364200395,0.9176112797061325,-0.35108075,1.0
199,ppo_multitask,1.5851450937575309,0.7802197364200395,0.9176112797061325,-0.42435685,1.0
200,diffdac,1.5851450937575309,0.7802197364200395,0.9176112797061325,-0.3969476,1.0
201,ppo_random,2.055021715921974,1.2153139663548154,1.1115355519399475,-261.16815,1.0
202,ppo_multitask,2.055021715921974,1.2153139663548154,1.1115355519399475,-256.4387,1.0
203,diffdac,2.055021715921974,1.2153139663548154,1.1115355519399475,-386.0545,1.0
204,ppo_random,1.711245763938132,0.7260166306971401,1.0492182052759627,-0.4470275,1.0
205,ppo_multitask,1.711245763938132,0.7260166306971401,1.0492182052759627,-0.4498063,1.0
206,diffdac,1.711245763938132,0.7260166306971401,1.0492182052759627,-0.545385,1.0
207,ppo_random,1.75549899400692,1.185440629403996,0.9101515151340469,-464.72055,1.0
208,ppo_multitask,1.75549899400692,1.185440629403996,0.9101515151340469,-338.0963,1.0
209,diffdac,1.75549899400692,1.185440629403996,0.9101515151340469,-341.24408,1.0
210,ppo_random,2.5129766463427505,1.2234557766455294,1.0507787635573318,-0.5685217,1.0
211,ppo_multitask,2.5129766463427505,1.2234557766455294,1.0507787635573318,-0.5805391,1.0
212,diffdac,2.5129766463427505,1.2234557766455294,1.0507787635573318,-0.3876452,1.0
213,ppo_random,1.622690329782247,0.931959581825242,1.1991377191823018,-127.81371,1.0
214,ppo_multitask,1.622690329782247,0.931959581825242,1.1991377191823018,-124.88649,1.0
215,diffdac,1.622690329782247,0.931959581825242,1.1991377191823018,-129.08696,1.0
216,ppo_random,1.5280858427063728,1.1106055799672125,1.0209775704346522,-363.67145,1.0
217,ppo_multitask,1.5280858427063728,1.1106055799672125,1.0209775704346522,-360.2305,1.0
218,diffdac,1.5280858427063728,1.1106055799672125,1.0209775704346522,-736.5957,0.0
219,ppo_random,2.171227898943295,1.023172558581368,1.007138789475178,-2.3872392,1.0
220,ppo_multitask,2.171227898943295,1.023172558581368,1.007138789475178,-2.3087053,1.0
221,diffdac,2.171227898943295,1.023172558581368,1.007138789475178,-2.2711575,1.0
222,ppo_random,1.6426427521162896,1.1707285624663366,1.2163223435422186,-509.14658,1.0
223,ppo_multitask,1.6426427521162896,1.1707285624663366,1.2163223435422186,-380.27267,1.0
224,diffdac,1.6426427521162896,1.1707285624663366,1.2163223435422186,-380.31454,1.0
225,ppo_random,2.082728264143095,0.7395785365536655,1.2328664019401543,-262.9062,1.0
226,ppo_multitask,2.082728264143095,0.7395785365536655,1.2328664019401543,-260.52588,1.0
227,diffdac,2.082728264143095,0.7395785365536655,1.2328664019401543,-265.74084,1.0
228,ppo_random,1.7729957597076262,1.19139233243131,0.9008515747429151,-627.7855,1.0
229,ppo_multitask,1.7729957597076262,1.19139233243131,0.9008515747429151,-121.03562,1.0
230,diffdac,1.7729957597076262,1.19139233243131,0.9008515747429151,-242.79416,1.0
231,ppo_random,2.5029308381590183,1.0853173599543133,1.152227337837506,-124.177246,1.0
232,ppo_multitask,2.5029308381590183,1.0853173599543133,1.152227337837506,-123.26129,1.0
233,diffdac,2.5029308381590183,1.0853173599543133,1.152227337837506,-124.41294,1.0
234,ppo_random,1.457817473000285,1.1085778083206308,1.179217640742281,-128.87747,1.0
235,ppo_multitask,1.457817473000285,1.1085778083206308,1.179217640742281,-128.62372,1.0
236,diffdac,1.457817473000285,1.1085778083206308,1.179217640742281,-256.55176,1.0
237,ppo_random,2.0008017516084573,0.980840455568869,1.0004695153853393,-129.5441,1.0
238,ppo_multitask,2.0008017516084573,0.980840455568869,1.0004695153853393,-129.37857,1.0
239,diffdac,2.0008017516084573,0.980840455568869,1.0004695153853393,-128.54784,1.0
240,ppo_random,2.0262988598003058,1.1196438202087986,0.8619213826437702,-231.46504,1.0
241,ppo_multitask,2.0262988598003058,1.1196438202087986,0.8619213826437702,-224.89342,1.0
242,diffdac,2.0262988598003058,1.1196438202087986,0.8619213826437702,-481.01285,1.0
243,ppo_random,1.8265029413662837,0.904509326013581,1.259863865368942,-130.4229,1.0
244,ppo_multitask,1.8265029413662837,0.904509326013581,1.259863865368942,-130.12048,1.0
245,diffdac,1.8265029413662837,0.904509326013581,1.259863865368942,-130.02098,1.0
246,ppo_random,1.7302708037616052,1.0835384565551618,1.074339527401228,-129.39503,1.0
247,ppo_multitask,1.7302708037616052,1.0835384565551618,1.074339527401228,-128.00444,1.0
248,diffdac,1.7302708037616052,1.0835384565551618,1.074339527401228,-253.40411,1.0
249,ppo_random,1.708450912526168,1.1102725498426436,1.0981850545414693,-257.70184,1.0
250,ppo_multitask,1.708450912526168,1.1102725498426436,1.0981850545414693,-127.48538,1.0
251,diffdac,1.708450912526168,1.1102725498426436,1.0981850545414693,-128.3944,1.0
252,ppo_random,1.4552491923577826,0.9221453896693595,0.8453909604948429,-380.51825,1.0
253,ppo_multitask,1.4552491923577826,0.9221453896693595,0.8453909604948429,-128.64465,1.0
254,diffdac,1.4552491923577826,0.9221453896693595,0.8453909604948429,-249.74075,1.0
255,ppo_random,2.1444485774639075,1.005371841187244,0.8789469050552372,-130.34079,1.0
256,ppo_multitask,2.1444485774639075,1.005371841187244,0.8789469050552372,-128.82759,1.0
257,diffdac,2.1444485774639075,1.005371841187244,0.8789469050552372,-255.85605,1.0
258,ppo_random,1.6431283443546685,0.8242558624365839,0.7915826459801475,-237.91528,1.0
259,ppo_multitask,1.6431283443546685,0.8242558624365839,0.7915826459801475,-239.62631,1.0
260,diffdac,1.6431283443546685,0.8242558624365839,0.7915826459801475,-247.18137,1.0
261,ppo_random,2.187517022279548,1.2729408261479365,1.2825256209962899,-387.2718,1.0
262,ppo_multitask,2.187517022279548,1.2729408261479365,1.2825256209962899,-386.72778,1.0
263,diffdac,2.187517022279548,1.2729408261479365,1.2825256209962899,-784.05884,0.0
264,ppo_random,2.177061259223628,1.0042898129278481,1.0170048280913435,-248.14137,1.0
265,ppo_multitask,2.177061259223628,1.0042898129278481,1.0170048280913435,-247.89091,1.0
266,diffdac,2.177061259223628,1.0042898129278481,1.0170048280913435,-242.57,1.0
267,ppo_random,1.9996331845626008,0.8535622805870021,0.8548603785931447,-3.1201682,1.0
268,ppo_multitask,1.9996331845626008,0.8535622805870021,0.8548603785931447,-3.2925138,1.0
269,diffdac,1.9996331845626008,0.8535622805870021,0.8548603785931447,-3.28286,1.0
270,ppo_random,1.5836650385193762,0.7946113966056443,1.2912946685098916,-130.03497,1.0
271,ppo_multitask,1.5836650385193762,0.7946113966056443,1.2912946685098916,-129.01976,1.0
272,diffdac,1.5836650385193762,0.7946113966056443,1.2912946685098916,-127.40449,1.0
273,ppo_random,1.6412043153415685,0.8974122798953091,0.8778998132206433,-119.120926,1.0
274,ppo_multitask,1.6412043153415685,0.8974122798953091,0.8778998132206433,-114.98898,1.0
275,diffdac,1.6412043153415685,0.8974122798953091,0.8778998132206433,-118.48442,1.0
276,ppo_random,2.463056599325151,1.1731489400822348,0.9548368788850645,-3.9349205,1.0
277,ppo_multitask,2.463056599325151,1.1731489400822348,0.9548368788850645,-3.8383546,1.0
278,diffdac,2.463056599325151,1.1731489400822348,0.9548368788850645,-4.325488,1.0
279,ppo_random,2.1276252053317704,1.0945069411706894,0.8843446056061419,-2.5730503,1.0
280,ppo_multitask,2.1276252053317704,1.0945069411706894,0.8843446056061419,-2.543252,1.0
281,diffdac,2.1276252053317704,1.0945069411706894,0.8843446056061419,-2.8127134,1.0
282,ppo_random,2.2632629434927503,1.0643327053731937,1.1139169687472583,-252.2467,1.0
283,ppo_multitask,2.2632629434927503,1.0643327053731937,1.1139169687472583,-251.63115,1.0
284,diffdac,2.2632629434927503,1.0643327053731937,1.1139169687472583,-250.06523,1.0
285,ppo_random,1.6745641850682813,0.8144128111745097,1.2318158025894392,-380.38873,1.0
286,ppo_multitask,1.6745641850682813,0.8144128111745097,1.2318158025894392,-374.95572,1.0
287,diffdac,1.6745641850682813,0.8144128111745097,1.2318158025894392,-502.0725,1.0
288,ppo_random,1.657624266820192,1.245701422804998,1.1903412238980742,-376.72433,1.0
289,ppo_multitask,1.657624266820192,1.245701422804998,1.1903412238980742,-373.37268,1.0
290,diffdac,1.657624266820192,1.245701422804998,1.1903412238980742,-628.56635,1.0
291,ppo_random,2.4043329491174283,1.2821415111641978,0.9682922711569069,-242.51724,1.0
292,ppo_multitask,2.4043329491174283,1.2821415111641978,0.9682922711569069,-239.41885,1.0
293,diffdac,2.4043329491174283,1.2821415111641978,0.9682922711569069,-248.26952,1.0
294,ppo_random,2.278720697682622,1.0403134092705308,0.8807343340299958,-121.112366,1.0
295,ppo_multitask,2.278720697682622,1.0403134092705308,0.8807343340299958,-117.27765,1.0
296,diffdac,2.278720697682622,1.0403134092705308,0.8807343340299958,-244.37682,1.0
297,ppo_random,2.20673427035695,0.9928470395443503,1.195297104421538,-123.11503,1.0
298,ppo_multitask,2.20673427035695,0.9928470395443503,1.195297104421538,-120.63597,1.0
299,diffdac,2.20673427035695,0.9928470395443503,1.195297104421538,-247.91122,1.0
300,ppo_random,2.0520859301491585,0.8670216310562777,0.9547105544494798,-130.69696,1.0
301,ppo_multitask,2.0520859301491585,0.8670216310562777,0.9547105544494798,-130.04088,1.0
302,diffdac,2.0520859301491585,0.8670216310562777,0.9547105544494798,-128.54942,1.0
303,ppo_random,2.019678353242935,1.042400552120884,0.7170845358868582,-131.87091,1.0
304,ppo_multitask,2.019678353242935,1.042400552120884,0.7170845358868582,-130.58449,1.0
305,diffdac,2.019678353242935,1.042400552120884,0.7170845358868582,-247.15298,1.0
306,ppo_random,2.1172179019232757,1.1055921426233704,0.8795690446058211,-130.01083,1.0
307,ppo_multitask,2.1172179019232757,1.1055921426233704,0.8795690446058211,-129.07578,1.0
308,diffdac,2.1172179019232757,1.1055921426233704,0.8795690446058211,-128.98279,1.0
309,ppo_random,1.918533446721083,0.8045291579192984,0.8025662111665012,-3.7395418,1.0
310,ppo_multitask,1.918533446721083,0.8045291579192984,0.8025662111665012,-3.60736,1.0
